data_anomaly,display,window_hours,metric,primary_model,primary_diff,primary_ci_low,primary_ci_high,primary_p_value,event_weighted_diff,event_weighted_p_value,event_weighted_effect_size,asset_weighted_diff,asset_weighted_p_value,asset_weighted_effect_size,event_mean,control_mean,event_count,control_count,asset_count,primary_p_fdr_bh,primary_p_bonferroni,primary_significant_fdr
project_in_trends,Project in Trends,1,forward_return,asset_weighted,-0.005057124051915933,-0.20615509599294193,0.1809718390497733,0.9615412185307615,0.12761914494122828,0.06839039422565811,0.10645270923921693,-0.005057124051915933,0.9615412185307615,-0.012257839990010084,0.08258593268078225,-0.04503321226044602,392,3920,16,0.9615412185307615,1.0,False
project_in_trends,Project in Trends,1,abs_return,asset_weighted,0.16037411589360906,0.03811049605538961,0.2948284072968539,0.0306518657349866,0.12483133897501109,0.026070265436552106,0.1325783676207479,0.16037411589360906,0.0306518657349866,0.5964992431831289,0.8042428072335022,0.6794114682584911,392,3920,16,0.08173830862663094,1.0,False
project_in_trends,Project in Trends,1,realized_volatility,asset_weighted,0.1588559494648324,0.03793279202204832,0.2890338632931716,0.032448529093411574,0.12138058256455875,0.028177930242953446,0.1298641753108848,0.1588559494648324,0.032448529093411574,0.5891910099742831,0.8016816308882024,0.6803010483236437,392,3920,16,0.08197523139388188,1.0,False
project_in_trends,Project in Trends,4,forward_return,asset_weighted,-0.3905885079539354,-0.916196012062578,0.12430991187250699,0.18193761821546414,0.08135456544677722,0.5381612878785269,0.03603225560773949,-0.3905885079539354,0.18193761821546414,-0.34993062808055486,0.0649538252711783,-0.016400740175598914,392,3920,16,0.31486913154653795,1.0,False
project_in_trends,Project in Trends,4,abs_return,asset_weighted,0.4070344137189559,0.16053785298045117,0.6892714989839387,0.01351769752021787,0.3107936043988704,0.0026490168902019774,0.17898188921478547,0.4070344137189559,0.01351769752021787,0.6994674314273143,1.5896809937413279,1.2788873893424575,392,3920,16,0.04325663206469718,0.6488494809704577,True
project_in_trends,Project in Trends,4,realized_volatility,asset_weighted,0.663589293254812,0.3372737256664247,1.02746777248173,0.0028664086475320544,0.4589692461553241,3.151196890865992e-05,0.2623501252418582,0.663589293254812,0.0028664086475320544,0.8893071352780514,2.049070379991046,1.590101133835722,392,3920,16,0.01746988422294788,0.1375876150815386,True
project_in_trends,Project in Trends,24,forward_return,asset_weighted,-1.670717214525716,-2.8419644307528946,-0.6942259041498269,0.009160453632828712,-1.0789475726695759,0.0009005041777428934,-0.19350385954017946,-1.670717214525716,0.009160453632828712,-0.7474574397075129,-1.127970779989626,-0.04902320732005016,392,3920,16,0.031407269598269866,0.4397017743757782,True
project_in_trends,Project in Trends,24,abs_return,asset_weighted,1.2486814620514515,0.29622917049861586,2.370322892913637,0.03825072605886403,0.7539320916812611,0.0021266916669234167,0.18275527492977042,1.2486814620514515,0.03825072605886403,0.5679473108958789,4.190670212325005,3.4367381206437435,392,3920,16,0.09180174254127367,1.0,False
project_in_trends,Project in Trends,24,realized_volatility,asset_weighted,1.6895527324042035,0.7132856204680167,2.816497445935506,0.007818408306757976,1.0994429804160673,1.599811613854197e-05,0.2806296268406093,1.6895527324042035,0.007818408306757976,0.766888135190896,5.47409450705495,4.374651526638883,392,3920,16,0.028867969132644836,0.3752835987243828,True
project_in_trends,Project in Trends,72,forward_return,asset_weighted,-3.0718468434805772,-5.958884374680313,-0.4542290183168797,0.05144174411093565,-1.9672248214190586,7.365202473389201e-05,-0.22573349845769747,-3.0718468434805772,0.05144174411093565,-0.5290986040104023,-2.005511134567409,-0.03828631314835036,392,3920,16,0.1028834882218713,1.0,False
project_in_trends,Project in Trends,72,abs_return,asset_weighted,1.4116630953028517,0.38568105345826487,2.4537532318471085,0.020166855919915537,0.9510536831399055,0.006855252619033752,0.1566529685366927,1.4116630953028517,0.020166855919915537,0.6495766968451527,6.864260659634025,5.91320697649412,392,3920,16,0.05901260823913407,0.9680090841559458,False
project_in_trends,Project in Trends,72,realized_volatility,asset_weighted,2.556650662877699,1.2014500051844255,4.034946360574982,0.004046759221709361,1.489196836226089,8.48599047519047e-06,0.2747767961481792,2.556650662877699,0.004046759221709361,0.8472912213585247,9.301320615232928,7.812123779006839,392,3920,16,0.018702579514944615,0.19424444264204935,True
